// <0000> 魔物使いの女性たちが、シートの上に何人も寝かせられていた。
<0000> 魔物使いの女性たちが、シートの上に何人も寝かせられていた。
// <0853> 西九条
<0853> 西九条

// <0854> 「あなたにもね、天王寺君」
<0854> 「あなたにもね、天王寺君」

// <0855> 瑚太朗
<0855> 瑚太朗

// <0856> 「…人は美しくなんかねぇよ先生」
<0856> 「…人は美しくなんかねぇよ先生」

// <0857> 瑚太朗
<0857> 瑚太朗

// <0858> 「人は食えるだけ食う。壊すだけ壊す。差別できるだけ差別する」
<0858> 「人は食えるだけ食う。壊すだけ壊す。差別できるだけ差別する」

// <0859> 瑚太朗
<0859> 瑚太朗

// <0860> 「最後まで諦めないとか、やればできるとか、そういう強者の論理を果てしなく美化してる」
<0860> 「最後まで諦めないとか、やればできるとか、そういう強者の論理を果てしなく美化してる」

// <0861> 瑚太朗
<0861> 瑚太朗

// <0862> 「人は罪深いかも知れないけど私は人のカノウセイを信じているんだ～、って？」
<0862> 「人は罪深いかも知れないけど私は人のカノウセイを信じているんだ～、って？」

// <0863> 瑚太朗
<0863> 瑚太朗

// <0864> 「で、涙の一粒でも流すのかな。我々はこの悲劇を乗りこえねばならない～、っつうて？」
<0864> 「で、涙の一粒でも流すのかな。我々はこの悲劇を乗りこえねばならない～、っつうて？」

// <0865> 瑚太朗
<0865> 瑚太朗

// <0866> 「バカじゃねぇの。そういうの欺瞞っつうんだよ先生」
<0866> 「バカじゃねぇの。そういうの欺瞞っつうんだよ先生」

// <0867> 西九条
<0867> 西九条

// <0868> 「………」
<0868> 「………」

// <0869> 瑚太朗
<0869> 瑚太朗

// <0870> 「罪がない？　違うね。全人類に等しく罪があるんだよ」
<0870> 「罪がない？　違うね。全人類に等しく罪があるんだよ」

// <0871> 瑚太朗
<0871> 瑚太朗

// <0872> 「無罪の人間なんてひとりもいない。文明に張り付いて生きてるヤツは、みんな同罪さ」
<0872> 「無罪の人間なんてひとりもいない。文明に張り付いて生きてるヤツは、みんな同罪さ」

// <0873> 瑚太朗
<0873> 瑚太朗

// <0874> 「もし星を生き延びさせたいなら、俺たちは今すぐ、便利な暮らしを捨てるべきだな」
<0874> 「もし星を生き延びさせたいなら、俺たちは今すぐ、便利な暮らしを捨てるべきだな」

// <0875> 西九条
<0875> 西九条

// <0876> 「…」
<0876> 「…」

// <0877> 瑚太朗
<0877> 瑚太朗

// <0878> 「人は愚かかもしれないけど、でも人は美しいから私は人を信じますぅ～、って言いながら、毒を垂れ流し続けてんじゃな」
<0878> 「人は愚かかもしれないけど、でも人は美しいから私は人を信じますぅ～、って言いながら、毒を垂れ流し続けてんじゃな」

// <0879> 瑚太朗
<0879> 瑚太朗

// <0880> 「それが、あんたらなの？　そんなあんたらの言う人のスバラシサで、手遅れになる前に状況を変えられるの？」
<0880> 「それが、あんたらなの？　そんなあんたらの言う人のスバラシサで、手遅れになる前に状況を変えられるの？」

// <0881> 西九条先生は目を伏せる。
<0881> 西九条先生は目を伏せる。

// <0882> 西九条
<0882> 西九条

// <0883> 「…そう。天王寺君の結論が、それなの」
<0883> 「…そう。天王寺君の結論が、それなの」

// <0884> 上げられた顔には、もう悲しみはカケラも残っていなかった。
<0884> 上げられた顔には、もう悲しみはカケラも残っていなかった。

// <0885> 鋭く硬い意思があった。
<0885> 鋭く硬い意思があった。

// <0886> 西九条
<0886> 西九条

// <0887> 「君の言うことにも一理ある」
<0887> 「君の言うことにも一理ある」

// <0888> 西九条
<0888> 西九条

// <0889> 「人は美しくない、たぶん」
<0889> 「人は美しくない、たぶん」

// <0890> 西九条
<0890> 西九条

// <0891> 「…でも生きなければならない」
<0891> 「…でも生きなければならない」

// <0892> 西九条
<0892> 西九条

// <0893> 「自殺は人のとるべき選択じゃない」
<0893> 「自殺は人のとるべき選択じゃない」

// <0894> 西九条
<0894> 西九条

// <0895> 「もっと許せないのは、その自殺に人を巻きこむこと」
<0895> 「もっと許せないのは、その自殺に人を巻きこむこと」

// <0896> 西九条
<0896> 西九条

// <0897> 「それは生きる権利の侵害だ」
<0897> 「それは生きる権利の侵害だ」

// <0898> 瑚太朗
<0898> 瑚太朗

// <0899> 「生きる権利ね…」
<0899> 「生きる権利ね…」

// <0900> 瑚太朗
<0900> 瑚太朗

// <0901> 「あんたらの考えって、目先の利益ばかりだな。将来的な展望がないというか」
<0901> 「あんたらの考えって、目先の利益ばかりだな。将来的な展望がないというか」

// <0902> 西九条
<0902> 西九条

// <0903> 「私たちがまず今を生きるものだから」
<0903> 「私たちがまず今を生きるものだから」

// <0904> 瑚太朗
<0904> 瑚太朗

// <0905> 「…教えてやるよ先生。もう手遅れなんだ」
<0905> 「…教えてやるよ先生。もう手遅れなんだ」

// <0906> 瑚太朗
<0906> 瑚太朗

// <0907> 「残された時間を、どう生きるかを考えるべきだ」
<0907> 「残された時間を、どう生きるかを考えるべきだ」

// <0908> 西九条
<0908> 西九条

// <0909> 「そんなことは、まだわからない。可能性はいくらだってあるはず」
<0909> 「そんなことは、まだわからない。可能性はいくらだってあるはず」

// <0910> 瑚太朗
<0910> 瑚太朗

// <0911> 「自分に自信持ちすぎだ。楽観論だよそれ」
<0911> 「自分に自信持ちすぎだ。楽観論だよそれ」

// <0912> 西九条
<0912> 西九条

// <0913> 「君は昔から悲観論者だったな」
<0913> 「君は昔から悲観論者だったな」

// <0914> 言葉はあきらかに挑発合戦の様相を帯びている。
<0914> 言葉はあきらかに挑発合戦の様相を帯びている。

// <0915> 先生らしくない口調に変わりつつある。
<0915> 先生らしくない口調に変わりつつある。

// <0916> 向こうも頭に血がのぼったか…
<0916> 向こうも頭に血がのぼったか…

// <0917> 瑚太朗
<0917> 瑚太朗

// <0918> 「…話はもうしない方が良さそうですね」
<0918> 「…話はもうしない方が良さそうですね」

// <0919> 予感していた。
<0919> 予感していた。

// <0920> 先生はおそらく…
<0920> 先生はおそらく…

// <0921> 西九条
<0921> 西九条

// <0922> 「最後にひとつだけ教えさせて」
<0922> 「最後にひとつだけ教えさせて」

// <0923> 西九条
<0923> 西九条

// <0924> 「私はもう風祭を離れるつもりだから、これは最後の授業ね」
<0924> 「私はもう風祭を離れるつもりだから、これは最後の授業ね」

// <0925> 瑚太朗
<0925> 瑚太朗

// <0926> 「…伺います」
<0926> 「…伺います」

// <0927> 西九条
<0927> 西九条

// <0928> 「彼女ね、世界を滅ぼすわよ」
<0928> 「彼女ね、世界を滅ぼすわよ」

// <0929> 風が吹いた。
<0929> 風が吹いた。

// <0930> 先生…いや西九条が手に握り込んでいた砂を、パッと撒く。
<0930> 先生…いや西九条が手に握り込んでいた砂を、パッと撒く。

// <0931> 砂粒はどういう技によるものか、狙い過たず俺の目を打った。
<0931> 砂粒はどういう技によるものか、狙い過たず俺の目を打った。

// <0932> 不思議な力の脈動を感じた。
<0932> 不思議な力の脈動を感じた。

// <0933> 両目を塞がれると同時に、危険を避けて後ろに飛んだ。
<0933> 両目を塞がれると同時に、危険を避けて後ろに飛んだ。

// <0934> 攻撃の気配はなかった。
<0934> 攻撃の気配はなかった。

// <0935> 砂粒を涙で洗い流すが、もう西九条の姿はない。
<0935> 砂粒を涙で洗い流すが、もう西九条の姿はない。

// <0936> 瑚太朗
<0936> 瑚太朗

// <0937> 「…世界を…滅ぼす…？」
<0937> 「…世界を…滅ぼす…？」

// <0938> 歌声。
<0938> 歌声。

// <0939> 風祭総合文化ホールは、本来音楽関係のイベントを考慮して設計されている。
<0939> 風祭総合文化ホールは、本来音楽関係のイベントを考慮して設計されている。

// <0940> メインホールでは最近、聖女会の選抜されたスタッフによる、歌のレッスンが行われている。
<0940> メインホールでは最近、聖女会の選抜されたスタッフによる、歌のレッスンが行われている。

// <0941> 朱音はこのレッスンに、かなり無理をして時間を割く。
<0941> 朱音はこのレッスンに、かなり無理をして時間を割く。

// <0942> 今も最後列に座り、偉そうに腕と脚を組んで見守っている。
<0942> 今も最後列に座り、偉そうに腕と脚を組んで見守っている。

// <0943> 瑚太朗
<0943> 瑚太朗

// <0944> 「変わったコーラスですね」
<0944> 「変わったコーラスですね」

// <0945> ひどく単純な曲だ。
<0945> ひどく単純な曲だ。

// <0946> 歌というか、声を引き延ばしているだけみたいな印象。
<0946> 歌というか、声を引き延ばしているだけみたいな印象。

// <0947> 朱音
<0947> 朱音

// <0948> 「古代のモノフォニーをもとにした歌なの」
<0948> 「古代のモノフォニーをもとにした歌なの」

// <0949> 瑚太朗
<0949> 瑚太朗

// <0950> 「伴奏とかもないんですね。こういうのアカペラって言うんでしたっけ？」
<0950> 「伴奏とかもないんですね。こういうのアカペラって言うんでしたっけ？」

// <0951> 朱音
<0951> 朱音

// <0952> 「ア・カペラは無伴奏の声楽とは限らないわよ」
<0952> 「ア・カペラは無伴奏の声楽とは限らないわよ」

// <0953> 瑚太朗
<0953> 瑚太朗

// <0954> 「そうなんですか？」
<0954> 「そうなんですか？」

// <0955> 朱音
