// <0000> 
<0000> 

// <0001> 静流が倒れて病院に担ぎ込まれたと、ルチアから連絡があった。
<0001> 静流が倒れて病院に担ぎ込まれたと、ルチアから連絡があった。
<1149> ルチア

// <1150> 『……私のベッドを、……冷凍睡眠装置を持ってくるがいい』
<1150> 『……私のベッドを、……冷凍睡眠装置を持ってくるがいい』

// <1151> 研究員Ａ
<1151> 研究員Ａ

// <1152> 「…ルチア、………すまなかった。落ち着いて欲しい…」
<1152> 「…ルチア、………すまなかった。落ち着いて欲しい…」

// <1153> ルチア
<1153> ルチア

// <1154> 『冷凍睡眠装置は完成しなかった。完成する前にプロジェクトは解散させられたからだ』
<1154> 『冷凍睡眠装置は完成しなかった。完成する前にプロジェクトは解散させられたからだ』

// <1155> ルチア
<1155> ルチア

// <1156> 『……お前たちが、千年後の未来に生き残る人類が必要だというから、私がここにいるんだ』
<1156> 『……お前たちが、千年後の未来に生き残る人類が必要だというから、私がここにいるんだ』

// <1157> ルチア
<1157> ルチア

// <1158> 『そのお前たちが、私を千年後に送る機械を、自ら作るのを止めたっ。だから私がここにいるんだ…！』
<1158> 『そのお前たちが、私を千年後に送る機械を、自ら作るのを止めたっ。だから私がここにいるんだ…！』

// <1159> ルチア
<1159> ルチア

// <1160> 『どうして止めた？　どうして私を千年の未来に放り出さなかった！？』
<1160> 『どうして止めた？　どうして私を千年の未来に放り出さなかった！？』

// <1161> ルチア
<1161> ルチア

// <1162> 『誰だってわかってた、私が一番わかってた！！　地球が滅ぶその日まで、私には何の価値もないことを！』
<1162> 『誰だってわかってた、私が一番わかってた！！　地球が滅ぶその日まで、私には何の価値もないことを！』

// <1163> ルチア
<1163> ルチア

// <1164> 『何の価値もないどころかッ。私には、ただ居ることさえ、この世界では許されていないと！！』
<1164> 『何の価値もないどころかッ。私には、ただ居ることさえ、この世界では許されていないと！！』

// <1165> 次世代人類プロジェクトは、ルチアの完成を見て、彼女を未来へ送り届ける冷凍睡眠装置の開発に着手していた。
<1165> 次世代人類プロジェクトは、ルチアの完成を見て、彼女を未来へ送り届ける冷凍睡眠装置の開発に着手していた。

// <1166> しかし、プロジェクトは中止になり、冷凍睡眠装置の開発は永遠に中断された。
<1166> しかし、プロジェクトは中止になり、冷凍睡眠装置の開発は永遠に中断された。

// <1167> ……ルチアは、唯一生きることを許される、千年後の世界へ行くことを、永遠に禁じられたのだ。
<1167> ……ルチアは、唯一生きることを許される、千年後の世界へ行くことを、永遠に禁じられたのだ。

// <1168> ルチアは望んでいた。
<1168> ルチアは望んでいた。

// <1169> 冷凍睡眠させてもらえば、鉛の棺桶の中で誰にも迷惑を掛けることなく、眠り続けることが出来るのだ。
<1169> 冷凍睡眠させてもらえば、鉛の棺桶の中で誰にも迷惑を掛けることなく、眠り続けることが出来るのだ。

// <1170> そして、望んではいなかった。
<1170> そして、望んではいなかった。

// <1171> 自分しか生きられない、毒と錆の砂漠世界が訪れることを。
<1171> 自分しか生きられない、毒と錆の砂漠世界が訪れることを。

// <1172> だから、永遠に目覚めることなく、誰にも迷惑を掛けることなく、……静かに、眠らせてもらえることを望んでた……。
<1172> だから、永遠に目覚めることなく、誰にも迷惑を掛けることなく、……静かに、眠らせてもらえることを望んでた……。

// <1173> ルチア
<1173> ルチア

// <1174> 『誰とも触れ合えない、誰とも生き合えない、生ける者全てと無縁な、千年の孤独…』
<1174> 『誰とも触れ合えない、誰とも生き合えない、生ける者全てと無縁な、千年の孤独…』

// <1175> ルチア
<1175> ルチア

// <1176> 『それを私は受け入れたんだ！！　それが人類に必要な未来にたった一つの光明だとお前たちが言ったからだッ！！』
<1176> 『それを私は受け入れたんだ！！　それが人類に必要な未来にたった一つの光明だとお前たちが言ったからだッ！！』

// <1177> ルチア
<1177> ルチア

// <1178> 『私とお前たちの間には、このガラス１枚しかないかもしれない』
<1178> 『私とお前たちの間には、このガラス１枚しかないかもしれない』

// <1179> ルチア
<1179> ルチア

// <1180> 『しかし、そことここは、同じ場所じゃない。……この部屋こそが、千年後の未来なんだ…！！』
<1180> 『しかし、そことここは、同じ場所じゃない。……この部屋こそが、千年後の未来なんだ…！！』

// <1181> ルチア
<1181> ルチア

// <1182> 『入ってくればいい、防護服なしで！！　お前たち人類が自ら招く千年後の未来を、この部屋に足を踏み入れて、自らその身で確かめるがいいッ！！』
<1182> 『入ってくればいい、防護服なしで！！　お前たち人類が自ら招く千年後の未来を、この部屋に足を踏み入れて、自らその身で確かめるがいいッ！！』

// <1183> ルチア
<1183> ルチア

// <1184> 『私が恐ろしいか？　汚らわしいかッ！？　なら送れッ、私を千年後の世界へ、早くッ！！』
<1184> 『私が恐ろしいか？　汚らわしいかッ！？　なら送れッ、私を千年後の世界へ、早くッ！！』

// <1185> ルチア
<1185> ルチア

// <1186> 『私だって、望んでこの世界にいるんじゃない、生まれてきたんじゃない…！！　お前たちが望んで生まれ、お前たちが望んでここにいるんだッ！！』
<1186> 『私だって、望んでこの世界にいるんじゃない、生まれてきたんじゃない…！！　お前たちが望んで生まれ、お前たちが望んでここにいるんだッ！！』

// <1187> ルチア
<1187> ルチア

// <1188> 『そしてお前たちの望みどおりに私は千年の未来まで眠り続けたい！！　なのにお前たちは、放り出した、私を、こんな美しい世界に！！』
<1188> 『そしてお前たちの望みどおりに私は千年の未来まで眠り続けたい！！　なのにお前たちは、放り出した、私を、こんな美しい世界に！！』

// <1189> ルチア
<1189> ルチア

// <1190> 『私を帰せッ、あの毒の錆の、私以外の全ての生き物が死に絶えたあの世界へ早く帰してくれ！！』
<1190> 『私を帰せッ、あの毒の錆の、私以外の全ての生き物が死に絶えたあの世界へ早く帰してくれ！！』

// <1191> ルチア
<1191> ルチア

// <1192> 『それが出来ないなら！　早くこの部屋を溶けた鉛で埋めて！！　……私を永遠に独りぼっちにしてくれぇええええ！！』
<1192> 『それが出来ないなら！　早くこの部屋を溶けた鉛で埋めて！！　……私を永遠に独りぼっちにしてくれぇええええ！！』

// <1193> 彼女だって、……長い時間の中で、自分を振り返る機会はあった。
<1193> 彼女だって、……長い時間の中で、自分を振り返る機会はあった。

// <1194> 自分が幼い頃に、奇怪なプロジェクトに取り込まれ、言葉巧みに騙されて、人生を狂わせられてしまっているのではないかということに。
<1194> 自分が幼い頃に、奇怪なプロジェクトに取り込まれ、言葉巧みに騙されて、人生を狂わせられてしまっているのではないかということに。

// <1195> なら、それでもいい。悔やんでももう、この体は元には戻らない。
<1195> なら、それでもいい。悔やんでももう、この体は元には戻らない。

// <1196> ならばいっそのこと、最後まで騙しきって欲しい。
<1196> ならばいっそのこと、最後まで騙しきって欲しい。

// <1197> 冷凍睡眠という名の廃棄処分でも構わない。でもせめて、私には人類の歴史と文明を未来に運んで伝えるという、唯一の生きる目的、……任務を完遂させてくれ。
<1197> 冷凍睡眠という名の廃棄処分でも構わない。でもせめて、私には人類の歴史と文明を未来に運んで伝えるという、唯一の生きる目的、……任務を完遂させてくれ。

// <1198> ルチア
<1198> ルチア

// <1199> 『そうじゃなかったら、私は何のために生まれて、何のために生きてきたのかわからないッ！！』
<1199> 『そうじゃなかったら、私は何のために生まれて、何のために生きてきたのかわからないッ！！』

// <1200> ルチア
<1200> ルチア

// <1201> 『どうして私を生んだ？　どうして私を生かした！？　騙すなら最後まで騙せ！！　生かすなら最後まで生かせッ！！』
<1201> 『どうして私を生んだ？　どうして私を生かした！？　騙すなら最後まで騙せ！！　生かすなら最後まで生かせッ！！』

// <1202> ルチア
<1202> ルチア

// <1203> 『何かに貢献したい、私が生きていたことによって、何かを残したい！！　それがなかったら、………私は何だ！？』
<1203> 『何かに貢献したい、私が生きていたことによって、何かを残したい！！　それがなかったら、………私は何だ！？』

// <1204> ルチア
