// <0000> 小鳥
// <1122> 「………」
<1122> 「………」

// <1123> ちはや
<1123> ちはや

// <1124> 「また瑚太朗が変になっちゃいましたねぇ…」
<1124> 「また瑚太朗が変になっちゃいましたねぇ…」

// <1125> 瑚太朗
<1125> 瑚太朗

// <1126> 「変になどなっていない。我は神にも等しい存在へと至ったに過ぎぬ」
<1126> 「変になどなっていない。我は神にも等しい存在へと至ったに過ぎぬ」

// <1127> 朱音
<1127> 朱音

// <1128> 「小鳥…やっておしまい」
<1128> 「小鳥…やっておしまい」

// <1129> 小鳥
<1129> 小鳥

// <1130> 「生まれ故郷の…」
<1130> 「生まれ故郷の…」

// <1131> 小鳥
<1131> 小鳥

// <1132> 「ぐんま拳っ」
<1132> 「ぐんま拳っ」

// <1133> 瑚太朗
<1133> 瑚太朗

// <1134> 「退化っ」
<1134> 「退化っ」

// <1135> 気持ちよすぎて退化してしまった。
<1135> 気持ちよすぎて退化してしまった。

// <1136> 瑚太朗
<1136> 瑚太朗

// <1137> 「夢中になりすぎて、ちょっと全能感に振り回されてたみたいだ…気付けサンキュー」
<1137> 「夢中になりすぎて、ちょっと全能感に振り回されてたみたいだ…気付けサンキュー」

// <1138> 小鳥
<1138> 小鳥

// <1139> 「いつものこと」
<1139> 「いつものこと」

// <1140> 瑚太朗
<1140> 瑚太朗

// <1141> 「さて、んじゃま冷静に文明をコントロールしてデータ取りを…」
<1141> 「さて、んじゃま冷静に文明をコントロールしてデータ取りを…」

// <1142> 目を離していた隙に、魔術文明は消滅していた。
<1142> 目を離していた隙に、魔術文明は消滅していた。

// <1143> 瑚太朗
<1143> 瑚太朗

// <1144> 「うげぇ！」
<1144> 「うげぇ！」

// <1145> ルチア
<1145> ルチア

// <1146> 「何が起こった？　いきなり滅びたが…」
<1146> 「何が起こった？　いきなり滅びたが…」

// <1147> 朱音
<1147> 朱音

// <1148> 「巻き戻して」
<1148> 「巻き戻して」

// <1149> 瑚太朗
<1149> 瑚太朗

// <1150> 「了解」
<1150> 「了解」

// <1151> 滅びは唐突で、不自然だった。
<1151> 滅びは唐突で、不自然だった。

// <1152> 一瞬で、全ての文明圏が溶けたのだ。前触れもなく。
<1152> 一瞬で、全ての文明圏が溶けたのだ。前触れもなく。

// <1153> そういう現象を、俺たちは知っている。
<1153> そういう現象を、俺たちは知っている。

// <1154> 小鳥
<1154> 小鳥

// <1155> 「いた、ここ」
<1155> 「いた、ここ」

// <1156> 小鳥が指さした箇所に、ひとりの少女がいた。
<1156> 小鳥が指さした箇所に、ひとりの少女がいた。

// <1157> 見たところ、他の個体と変わりない。
<1157> 見たところ、他の個体と変わりない。

// <1158> だが数値を参照すると異質さがわかる。
<1158> だが数値を参照すると異質さがわかる。

// <1159> わずかな土と奇跡でできた体。
<1159> わずかな土と奇跡でできた体。

// <1160> 朱音
<1160> 朱音

// <1161> 「…鍵ね」
<1161> 「…鍵ね」

// <1162> ルチア
<1162> ルチア

// <1163> 「驚いたな」
<1163> 「驚いたな」

// <1164> その鍵は、篝とは異なる姿をしていた。
<1164> その鍵は、篝とは異なる姿をしていた。

// <1165> だが篝とまったく同質の存在だった。
<1165> だが篝とまったく同質の存在だった。

// <1166> 鍵の行動を追ってみることにする。
<1166> 鍵の行動を追ってみることにする。

// <1167> 鍵は大地からじかに誕生する。
<1167> 鍵は大地からじかに誕生する。

// <1168> まさに土から生まれる形だ。
<1168> まさに土から生まれる形だ。

// <1169> 瑚太朗
<1169> 瑚太朗

// <1170> 「調査する種と同じ姿をとって生まれてくるんだ…」
<1170> 「調査する種と同じ姿をとって生まれてくるんだ…」

// <1171> 小鳥
<1171> 小鳥

// <1172> 「この人たちが魔法を使いすぎたから？」
<1172> 「この人たちが魔法を使いすぎたから？」

// <1173> ルチア
<1173> ルチア

// <1174> 「その可能性は高いな」
<1174> 「その可能性は高いな」

// <1175> 静流
<1175> 静流

// <1176> 「でも帝国の力は弱まってた」
<1176> 「でも帝国の力は弱まってた」

// <1177> 瑚太朗
<1177> 瑚太朗

// <1178> 「発展の見込みがないから…広がる気配がないから…滅ぼしたか」
<1178> 「発展の見込みがないから…広がる気配がないから…滅ぼしたか」

// <1179> 瑚太朗
<1179> 瑚太朗

// <1180> 「筋は通るが…けどアウロラの残量にはまだ余裕がある」
<1180> 「筋は通るが…けどアウロラの残量にはまだ余裕がある」

// <1181> 朱音
<1181> 朱音

// <1182> 「この路線では、いずれ使い果たすのは目に見えていた。だから…ということかしら」
<1182> 「この路線では、いずれ使い果たすのは目に見えていた。だから…ということかしら」

// <1183> 朱音
<1183> 朱音

// <1184> 「彼らは発展を放棄していたから」
<1184> 「彼らは発展を放棄していたから」

// <1185> 瑚太朗
<1185> 瑚太朗

// <1186> 「…小鳥は篝について覚えていることはないのか？」
<1186> 「…小鳥は篝について覚えていることはないのか？」

// <1187> 小鳥
<1187> 小鳥

// <1188> 「良い記憶を探してる、って言い伝えくらいかな」
<1188> 「良い記憶を探してる、って言い伝えくらいかな」

// <1189> 瑚太朗
<1189> 瑚太朗

// <1190> 「良い記憶か」
<1190> 「良い記憶か」

// <1191> 星にとって良い記憶とは、何か。
<1191> 星にとって良い記憶とは、何か。

// <1192> 俺たちはそこを見落としているか、誤認しているかも知れない。
<1192> 俺たちはそこを見落としているか、誤認しているかも知れない。

// <1193> 鍵はかなり本質的な部分でジャッジを下している気がする。
<1193> 鍵はかなり本質的な部分でジャッジを下している気がする。

// <1194> 表面的に自然を大切にしているとか、環境破壊の度合いだとか、そういう次元で滅びは起こしていない。
<1194> 表面的に自然を大切にしているとか、環境破壊の度合いだとか、そういう次元で滅びは起こしていない。

// <1195> 種族的なあきらめを、見抜いている。
<1195> 種族的なあきらめを、見抜いている。

// <1196> ごまかしはきかないのだ。
<1196> ごまかしはきかないのだ。

// <1197> 瑚太朗
<1197> 瑚太朗

// <1198> 「俺たちのときはどうだったんだろう」
<1198> 「俺たちのときはどうだったんだろう」

// <1199> 瑚太朗
<1199> 瑚太朗

// <1200> 「いくつか上手くいきそうな流れもあったんじゃないか？」
<1200> 「いくつか上手くいきそうな流れもあったんじゃないか？」

// <1201> だが、間違いなく最後には滅んでいる。
<1201> だが、間違いなく最後には滅んでいる。

// <1202> ルチア
<1202> ルチア

// <1203> 「滅びに瀕した際に、それに抗うプロジェクトはいくつも立てられていたな」
<1203> 「滅びに瀕した際に、それに抗うプロジェクトはいくつも立てられていたな」

// <1204> 小鳥
<1204> 小鳥

// <1205> 「ノア・プロジェクト、エンジェルズ・ラダー・プロジェクト、ジオ－メトリック・プロジェクト」
<1205> 「ノア・プロジェクト、エンジェルズ・ラダー・プロジェクト、ジオ－メトリック・プロジェクト」

// <1206> 小鳥
<1206> 小鳥

// <1207> 「テラフォーミング・プロジェクト、コロニー・プロジェクト、スペースシップ・ヤマト・プロジェクト」
<1207> 「テラフォーミング・プロジェクト、コロニー・プロジェクト、スペースシップ・ヤマト・プロジェクト」

// <1208> 瑚太朗
<1208> 瑚太朗

// <1209> 「最後のすげえな…」
<1209> 「最後のすげえな…」

// <1210> 滅びを回避する方法を外宇宙にまで求めたか。
<1210> 滅びを回避する方法を外宇宙にまで求めたか。

// <1211> 小鳥
<1211> 小鳥

// <1212> 「すべてが途中で破綻するか、その前に資源が枯渇…で、最後は鍵に滅ぼされておしまいみたい」
<1212> 「すべてが途中で破綻するか、その前に資源が枯渇…で、最後は鍵に滅ぼされておしまいみたい」

// <1213> 瑚太朗
<1213> 瑚太朗

// <1214> 「そうか…」
<1214> 「そうか…」

// <1215> 科学…文明レベルの発展がどうこうとは関係ないのだろうか？
<1215> 科学…文明レベルの発展がどうこうとは関係ないのだろうか？

// <1216> けど、小鳥の口ぶりだと、破綻や枯渇を鍵が待っていたようにも思える。
<1216> けど、小鳥の口ぶりだと、破綻や枯渇を鍵が待っていたようにも思える。

// <1217> 良い記憶…そこに何か、答えのヒントはないか…。
<1217> 良い記憶…そこに何か、答えのヒントはないか…。

// <1218> 考えるが。
<1218> 考えるが。

// <1219> 瑚太朗
<1219> 瑚太朗

// <1220> （…足りない？）
<1220> （…足りない？）

// <1221> 足りないのはなんだ？
<1221> 足りないのはなんだ？

// <1222> 時間…。
<1222> 時間…。

// <1223> 時間は、確かに足りない。
<1223> 時間は、確かに足りない。

// <1224> さらに記憶を呼び起こす。
<1224> さらに記憶を呼び起こす。

// <1225> ……。
<1225> ……。

// <1226> 朱音の時…。
<1226> 朱音の時…。

// <1227> 静流の時…。
<1227> 静流の時…。

// <1228> ルチアの時…。
<1228> ルチアの時…。

// <1229> ちはやの時…。
<1229> ちはやの時…。

// <1230> 小鳥…。
<1230> 小鳥…。

// <1231> 瑚太朗
<1231> 瑚太朗

// <1232> 「………」
<1232> 「………」

// <1233> 小鳥の、時。
<1233> 小鳥の、時。

// <1234> 瑚太朗
<1234> 瑚太朗

// <1235> （あれ…）
<1235> （あれ…）

// <1236> 空白を見つけた。
<1236> 空白を見つけた。

// <1237> 数年間の空白…。
<1237> 数年間の空白…。

// <1238> 
<1238> 

// <1239> 瑚太朗
<1239> 瑚太朗

// <1240> （待て待て…）
<1240> （待て待て…）

// <1241> 俺と、小鳥は幼馴染で…
<1241> 俺と、小鳥は幼馴染で…

// <1242> 俺は、森で女の子を助けて、怪我をして…
<1242> 俺は、森で女の子を助けて、怪我をして…

// <1243> その時。
<1243> その時。

// <1244> 俺は、篝に…殺されかけた。
<1244> 俺は、篝に…殺されかけた。

// <1245> 小鳥は、ドルイドの力を使って、俺を助けて…
<1245> 小鳥は、ドルイドの力を使って、俺を助けて…

// <1246> 瑚太朗
<1246> 瑚太朗

// <1247> （そこから、俺は病院で寝ていた…）
<1247> （そこから、俺は病院で寝ていた…）

// <1248> 仮死状態のまま…
<1248> 仮死状態のまま…

// <1249> 数年間！？
<1249> 数年間！？

// <1250> あの時助けたのは…
<1250> あの時助けたのは…

// <1251> そうだ。
<1251> そうだ。

// <1252> あれは…朱音だった。
<1252> あれは…朱音だった。

// <1253> そして、小鳥に助けられた。
<1253> そして、小鳥に助けられた。

// <1254> 俺は…その時、いくつだった？
<1254> 俺は…その時、いくつだった？
